,date,precipitation,temp_max,temp_min,wind,weather,drizzle,fog,rain,snow,sun
364,2012-12-30,0.0,4.4,0.0,1.8,drizzle,1,0,0,0,0
365,2012-12-31,0.0,3.3,-1.1,2.0,drizzle,1,0,0,0,0
366,2013-01-01,0.0,5.0,-2.8,2.7,sun,0,0,0,0,1
367,2013-01-02,0.0,6.1,-1.1,3.2,sun,0,0,0,0,1
368,2013-01-03,4.1,6.7,-1.7,3.0,rain,0,0,1,0,0
369,2013-01-04,2.5,10.0,2.2,2.8,rain,0,0,1,0,0
370,2013-01-05,3.0,6.7,4.4,3.1,rain,0,0,1,0,0
371,2013-01-06,2.0,7.2,2.8,3.0,rain,0,0,1,0,0
372,2013-01-07,2.3,10.0,4.4,7.3,rain,0,0,1,0,0
373,2013-01-08,16.3,11.7,5.6,6.3,rain,0,0,1,0,0
374,2013-01-09,38.4,10.0,1.7,5.1,rain,0,0,1,0,0
375,2013-01-10,0.3,3.3,-0.6,2.1,snow,0,0,0,1,0
376,2013-01-11,0.0,2.8,-2.8,1.9,drizzle,1,0,0,0,0
377,2013-01-12,0.0,2.8,-3.9,2.0,sun,0,0,0,0,1
378,2013-01-13,0.0,2.2,-4.4,1.5,sun,0,0,0,0,1
379,2013-01-14,0.0,3.3,-2.2,1.3,sun,0,0,0,0,1
380,2013-01-15,0.0,6.7,-0.6,2.3,sun,0,0,0,0,1
381,2013-01-16,0.0,6.1,-3.9,1.8,drizzle,1,0,0,0,0
382,2013-01-17,0.0,3.9,-2.8,1.0,drizzle,1,0,0,0,0
383,2013-01-18,0.0,3.3,-1.1,1.3,drizzle,1,0,0,0,0
384,2013-01-19,0.0,1.1,-0.6,1.9,drizzle,1,0,0,0,0
385,2013-01-20,0.0,3.3,-0.6,2.1,drizzle,1,0,0,0,0
386,2013-01-21,0.0,2.2,-1.7,1.1,drizzle,1,0,0,0,0
387,2013-01-22,0.0,3.3,-1.7,0.6,drizzle,1,0,0,0,0
388,2013-01-23,5.1,7.2,2.2,3.1,rain,0,0,1,0,0
389,2013-01-24,5.8,7.2,1.1,2.6,rain,0,0,1,0,0
390,2013-01-25,3.0,10.6,2.8,2.1,rain,0,0,1,0,0
391,2013-01-26,2.3,8.3,3.9,4.5,rain,0,0,1,0,0
392,2013-01-27,1.8,5.6,3.9,4.5,rain,0,0,1,0,0
393,2013-01-28,7.9,6.1,3.3,3.2,rain,0,0,1,0,0
394,2013-01-29,4.3,8.3,5.0,3.9,rain,0,0,1,0,0
395,2013-01-30,3.6,8.9,6.7,3.9,rain,0,0,1,0,0
396,2013-01-31,3.0,9.4,7.2,4.0,rain,0,0,1,0,0
397,2013-02-01,0.3,11.7,5.0,2.9,rain,0,0,1,0,0
398,2013-02-02,0.0,6.1,2.8,2.0,drizzle,1,0,0,0,0
399,2013-02-03,2.3,8.9,2.8,2.9,rain,0,0,1,0,0
400,2013-02-04,0.0,10.6,6.7,2.6,rain,0,0,1,0,0
401,2013-02-05,3.3,10.0,6.7,5.1,rain,0,0,1,0,0
402,2013-02-06,1.0,10.6,6.1,4.5,rain,0,0,1,0,0
403,2013-02-07,1.3,9.4,3.3,4.1,rain,0,0,1,0,0
404,2013-02-08,0.0,7.8,2.2,1.3,sun,0,0,0,0,1
405,2013-02-09,0.3,8.3,4.4,1.3,rain,0,0,1,0,0
406,2013-02-10,0.0,8.9,1.7,2.0,drizzle,1,0,0,0,0
407,2013-02-11,0.3,8.3,4.4,1.4,rain,0,0,1,0,0
408,2013-02-12,1.0,11.1,7.2,5.6,rain,0,0,1,0,0
409,2013-02-13,2.3,9.4,7.2,4.1,rain,0,0,1,0,0
410,2013-02-14,1.0,9.4,5.6,2.2,rain,0,0,1,0,0
411,2013-02-15,0.0,13.3,5.0,2.4,drizzle,1,0,0,0,0
412,2013-02-16,0.0,11.1,3.9,5.6,rain,0,0,1,0,0
413,2013-02-17,0.0,9.4,4.4,3.4,rain,0,0,1,0,0
414,2013-02-18,0.0,7.8,3.9,1.9,rain,0,0,1,0,0
415,2013-02-19,0.0,10.6,1.7,3.4,sun,0,0,0,0,1
416,2013-02-20,1.5,7.8,1.1,2.1,rain,0,0,1,0,0
417,2013-02-21,0.5,6.7,3.9,6.2,rain,0,0,1,0,0
418,2013-02-22,9.4,7.8,3.9,8.1,rain,0,0,1,0,0
419,2013-02-23,0.3,10.0,3.9,4.6,rain,0,0,1,0,0
420,2013-02-24,0.0,8.9,5.0,5.5,rain,0,0,1,0,0
421,2013-02-25,2.3,10.6,3.3,7.1,rain,0,0,1,0,0
422,2013-02-26,0.5,8.9,3.9,3.8,rain,0,0,1,0,0
423,2013-02-27,4.6,10.0,4.4,1.8,rain,0,0,1,0,0
424,2013-02-28,8.1,11.7,6.7,3.8,rain,0,0,1,0,0
425,2013-03-01,4.1,15.0,11.1,5.4,rain,0,0,1,0,0
426,2013-03-02,0.8,13.9,5.0,4.5,rain,0,0,1,0,0
427,2013-03-03,0.0,11.1,2.2,2.8,sun,0,0,0,0,1
428,2013-03-04,0.0,13.3,0.0,3.9,sun,0,0,0,0,1
429,2013-03-05,0.0,9.4,6.1,2.4,rain,0,0,1,0,0
430,2013-03-06,11.9,7.2,5.0,4.1,rain,0,0,1,0,0
431,2013-03-07,7.4,12.2,5.0,2.5,rain,0,0,1,0,0
432,2013-03-08,0.0,11.7,2.2,2.6,drizzle,1,0,0,0,0
433,2013-03-09,0.0,12.8,1.1,1.3,fog,0,1,0,0,0
434,2013-03-10,0.8,7.8,3.9,1.6,rain,0,0,1,0,0
435,2013-03-11,1.3,10.6,6.1,1.1,rain,0,0,1,0,0
436,2013-03-12,2.0,12.8,10.0,5.7,rain,0,0,1,0,0
437,2013-03-13,2.3,11.7,9.4,3.7,rain,0,0,1,0,0
438,2013-03-14,2.8,11.7,9.4,3.0,rain,0,0,1,0,0
439,2013-03-15,0.0,14.4,8.9,4.3,rain,0,0,1,0,0
440,2013-03-16,4.3,10.6,4.4,6.4,rain,0,0,1,0,0
441,2013-03-17,0.0,8.9,3.9,6.1,sun,0,0,0,0,1
442,2013-03-18,0.0,11.7,3.9,5.9,rain,0,0,1,0,0
443,2013-03-19,11.7,12.8,1.7,3.4,rain,0,0,1,0,0
444,2013-03-20,9.9,11.1,4.4,7.6,rain,0,0,1,0,0
445,2013-03-21,8.1,10.0,2.2,4.9,snow,0,0,0,1,0
446,2013-03-22,0.0,9.4,0.6,2.2,sun,0,0,0,0,1
447,2013-03-23,0.0,10.0,1.1,2.6,sun,0,0,0,0,1
448,2013-03-24,0.0,12.2,0.6,2.1,sun,0,0,0,0,1
449,2013-03-25,0.0,16.7,4.4,2.8,sun,0,0,0,0,1
450,2013-03-26,0.0,16.7,6.1,1.7,sun,0,0,0,0,1
451,2013-03-27,0.3,13.3,7.2,1.6,rain,0,0,1,0,0
452,2013-03-28,2.0,16.1,8.3,1.3,rain,0,0,1,0,0
453,2013-03-29,0.0,18.3,7.8,2.5,rain,0,0,1,0,0
454,2013-03-30,0.0,20.0,5.6,4.4,drizzle,1,0,0,0,0
455,2013-03-31,0.0,20.6,6.7,2.9,sun,0,0,0,0,1
456,2013-04-01,0.0,17.2,8.3,3.6,sun,0,0,0,0,1
457,2013-04-02,0.0,13.9,8.9,2.2,sun,0,0,0,0,1
458,2013-04-03,0.0,16.7,7.8,1.6,sun,0,0,0,0,1
459,2013-04-04,8.4,14.4,10.0,3.0,rain,0,0,1,0,0
460,2013-04-05,18.5,13.9,10.0,5.6,rain,0,0,1,0,0
461,2013-04-06,12.7,12.2,7.2,5.0,rain,0,0,1,0,0
462,2013-04-07,39.1,8.3,5.0,3.9,rain,0,0,1,0,0
463,2013-04-08,0.8,13.3,6.1,3.1,rain,0,0,1,0,0
464,2013-04-09,0.0,12.2,6.1,2.4,sun,0,0,0,0,1
465,2013-04-10,9.4,15.0,8.9,6.4,rain,0,0,1,0,0
466,2013-04-11,1.5,12.2,6.7,3.8,rain,0,0,1,0,0
467,2013-04-12,9.7,7.8,4.4,4.6,rain,0,0,1,0,0
468,2013-04-13,9.4,10.6,3.3,5.7,rain,0,0,1,0,0
469,2013-04-14,5.8,12.8,4.4,2.3,rain,0,0,1,0,0
470,2013-04-15,0.0,13.9,4.4,2.4,fog,0,1,0,0,0
471,2013-04-16,0.3,13.9,3.3,2.6,rain,0,0,1,0,0
472,2013-04-17,0.0,15.0,3.9,3.3,drizzle,1,0,0,0,0
473,2013-04-18,5.3,11.7,6.7,4.0,rain,0,0,1,0,0
474,2013-04-19,20.6,13.3,9.4,4.9,rain,0,0,1,0,0
475,2013-04-20,0.0,13.9,8.3,5.8,sun,0,0,0,0,1
476,2013-04-21,3.3,12.2,6.7,4.1,rain,0,0,1,0,0
477,2013-04-22,0.0,16.1,5.0,4.3,sun,0,0,0,0,1
478,2013-04-23,0.0,17.8,3.9,2.8,sun,0,0,0,0,1
479,2013-04-24,0.0,21.1,6.1,3.0,sun,0,0,0,0,1
480,2013-04-25,0.0,21.7,6.7,1.1,sun,0,0,0,0,1
481,2013-04-26,0.0,20.6,8.3,2.2,fog,0,1,0,0,0
482,2013-04-27,0.0,13.9,10.6,5.9,sun,0,0,0,0,1
483,2013-04-28,1.0,15.0,9.4,5.2,rain,0,0,1,0,0
484,2013-04-29,3.8,13.9,6.7,4.2,rain,0,0,1,0,0
485,2013-04-30,0.0,12.8,4.4,2.4,sun,0,0,0,0,1
486,2013-05-01,0.0,18.3,3.3,3.1,sun,0,0,0,0,1
487,2013-05-02,0.0,20.6,6.7,4.0,sun,0,0,0,0,1
488,2013-05-03,0.0,21.7,9.4,4.9,sun,0,0,0,0,1
489,2013-05-04,0.0,25.0,11.1,6.5,sun,0,0,0,0,1
490,2013-05-05,0.0,28.9,11.7,5.3,sun,0,0,0,0,1
491,2013-05-06,0.0,30.6,12.2,2.0,sun,0,0,0,0,1
492,2013-05-07,0.0,20.6,11.1,3.3,sun,0,0,0,0,1
493,2013-05-08,0.0,19.4,11.1,1.9,sun,0,0,0,0,1
494,2013-05-09,0.0,22.8,10.0,1.3,sun,0,0,0,0,1
495,2013-05-10,0.0,26.1,9.4,1.0,sun,0,0,0,0,1
496,2013-05-11,0.0,27.2,12.2,2.6,sun,0,0,0,0,1
497,2013-05-12,6.6,21.7,13.9,3.9,rain,0,0,1,0,0
498,2013-05-13,3.3,18.9,9.4,5.0,rain,0,0,1,0,0
499,2013-05-14,0.0,18.3,7.8,2.4,sun,0,0,0,0,1
500,2013-05-15,1.0,17.2,8.9,2.3,rain,0,0,1,0,0
501,2013-05-16,0.0,21.7,12.2,2.7,fog,0,1,0,0,0
502,2013-05-17,0.5,17.2,11.7,3.7,rain,0,0,1,0,0
503,2013-05-18,0.0,16.7,11.1,2.9,sun,0,0,0,0,1
504,2013-05-19,0.0,18.3,10.6,2.3,sun,0,0,0,0,1
505,2013-05-20,0.0,19.4,9.4,1.8,sun,0,0,0,0,1
506,2013-05-21,13.7,15.6,8.3,4.8,rain,0,0,1,0,0
507,2013-05-22,13.7,11.1,7.2,3.0,rain,0,0,1,0,0
508,2013-05-23,4.1,12.2,6.7,1.9,rain,0,0,1,0,0
509,2013-05-24,0.3,16.7,8.9,2.7,rain,0,0,1,0,0
510,2013-05-25,0.0,17.8,10.0,2.7,sun,0,0,0,0,1
511,2013-05-26,1.5,18.3,10.6,2.2,rain,0,0,1,0,0
512,2013-05-27,9.7,16.7,11.1,3.1,rain,0,0,1,0,0
513,2013-05-28,0.5,17.2,11.7,2.8,rain,0,0,1,0,0
514,2013-05-29,5.6,16.1,9.4,4.0,rain,0,0,1,0,0
515,2013-05-30,0.0,16.7,9.4,5.3,sun,0,0,0,0,1
516,2013-05-31,0.0,19.4,11.1,2.5,sun,0,0,0,0,1
517,2013-06-01,0.0,22.8,12.2,2.5,sun,0,0,0,0,1
518,2013-06-02,1.0,20.6,12.2,3.1,rain,0,0,1,0,0
519,2013-06-03,0.0,22.2,11.1,2.9,sun,0,0,0,0,1
520,2013-06-04,0.0,26.1,12.2,3.4,sun,0,0,0,0,1
521,2013-06-05,0.0,26.7,14.4,3.1,sun,0,0,0,0,1
522,2013-06-06,0.0,26.7,12.2,2.5,sun,0,0,0,0,1
523,2013-06-07,0.0,21.7,13.3,3.2,sun,0,0,0,0,1
524,2013-06-08,0.0,20.6,12.8,3.1,sun,0,0,0,0,1
525,2013-06-09,0.0,20.6,11.1,3.7,sun,0,0,0,0,1
526,2013-06-10,0.0,21.7,11.7,3.2,sun,0,0,0,0,1
527,2013-06-11,0.0,20.0,10.0,5.7,sun,0,0,0,0,1
528,2013-06-12,0.3,20.6,11.7,4.2,rain,0,0,1,0,0
529,2013-06-13,0.0,21.1,11.7,2.6,sun,0,0,0,0,1
530,2013-06-14,0.0,20.0,12.2,3.7,sun,0,0,0,0,1
531,2013-06-15,0.0,25.6,10.0,2.9,sun,0,0,0,0,1
532,2013-06-16,0.0,23.9,12.8,3.4,sun,0,0,0,0,1
533,2013-06-17,0.0,25.6,13.9,3.0,sun,0,0,0,0,1
534,2013-06-18,0.3,23.3,13.3,3.4,rain,0,0,1,0,0
535,2013-06-19,0.0,20.0,12.8,3.7,sun,0,0,0,0,1
536,2013-06-20,3.0,17.2,12.8,5.0,rain,0,0,1,0,0
537,2013-06-21,0.3,20.6,12.2,1.5,rain,0,0,1,0,0
538,2013-06-22,0.0,25.6,11.7,1.7,sun,0,0,0,0,1
539,2013-06-23,7.9,22.2,15.0,2.1,rain,0,0,1,0,0
540,2013-06-24,4.8,21.1,13.9,3.7,rain,0,0,1,0,0
541,2013-06-25,9.9,23.3,14.4,2.8,rain,0,0,1,0,0
542,2013-06-26,2.0,22.2,15.0,2.3,rain,0,0,1,0,0
543,2013-06-27,3.6,21.1,16.7,1.3,rain,0,0,1,0,0
544,2013-06-28,0.0,30.6,16.1,2.2,sun,0,0,0,0,1
545,2013-06-29,0.0,30.0,18.3,1.7,sun,0,0,0,0,1
546,2013-06-30,0.0,33.9,17.2,2.5,sun,0,0,0,0,1
547,2013-07-01,0.0,31.7,18.3,2.3,sun,0,0,0,0,1
548,2013-07-02,0.0,28.3,15.6,3.0,sun,0,0,0,0,1
549,2013-07-03,0.0,26.1,16.7,3.2,sun,0,0,0,0,1
550,2013-07-04,0.0,21.7,13.9,2.2,fog,0,1,0,0,0
551,2013-07-05,0.0,23.3,13.9,2.6,sun,0,0,0,0,1
552,2013-07-06,0.0,26.1,13.3,2.2,sun,0,0,0,0,1
553,2013-07-07,0.0,23.9,13.9,2.9,sun,0,0,0,0,1
554,2013-07-08,0.0,26.7,13.3,2.8,sun,0,0,0,0,1
555,2013-07-09,0.0,30.0,15.0,2.5,sun,0,0,0,0,1
556,2013-07-10,0.0,22.2,13.9,2.6,sun,0,0,0,0,1
557,2013-07-11,0.0,22.8,12.2,3.0,sun,0,0,0,0,1
558,2013-07-12,0.0,19.4,13.3,2.2,sun,0,0,0,0,1
559,2013-07-13,0.0,26.1,11.1,3.1,sun,0,0,0,0,1
560,2013-07-14,0.0,27.8,12.8,3.0,sun,0,0,0,0,1
561,2013-07-15,0.0,27.8,14.4,4.6,sun,0,0,0,0,1
562,2013-07-16,0.0,31.1,18.3,4.1,sun,0,0,0,0,1
563,2013-07-17,0.0,22.2,15.0,3.7,sun,0,0,0,0,1
564,2013-07-18,0.0,26.1,13.9,2.0,sun,0,0,0,0,1
565,2013-07-19,0.0,27.8,13.3,1.9,sun,0,0,0,0,1
566,2013-07-20,0.0,25.0,13.3,2.0,sun,0,0,0,0,1
567,2013-07-21,0.0,23.9,12.8,2.3,sun,0,0,0,0,1
568,2013-07-22,0.0,26.1,13.3,2.4,fog,0,1,0,0,0
569,2013-07-23,0.0,31.1,13.9,3.0,sun,0,0,0,0,1
570,2013-07-24,0.0,31.1,14.4,2.5,sun,0,0,0,0,1
571,2013-07-25,0.0,31.1,12.8,2.3,sun,0,0,0,0,1
572,2013-07-26,0.0,31.1,14.4,2.9,sun,0,0,0,0,1
573,2013-07-27,0.0,25.6,12.8,2.6,sun,0,0,0,0,1
574,2013-07-28,0.0,21.1,12.2,3.4,fog,0,1,0,0,0
575,2013-07-29,0.0,25.0,13.3,1.4,sun,0,0,0,0,1
576,2013-07-30,0.0,25.0,13.3,2.8,sun,0,0,0,0,1
577,2013-07-31,0.0,21.7,13.3,1.8,sun,0,0,0,0,1
578,2013-08-01,0.0,20.6,13.3,3.9,sun,0,0,0,0,1
579,2013-08-02,2.0,17.2,15.0,2.0,rain,0,0,1,0,0
580,2013-08-03,0.0,25.0,15.6,2.4,fog,0,1,0,0,0
581,2013-08-04,0.0,28.9,15.0,3.4,sun,0,0,0,0,1
582,2013-08-05,0.0,30.0,15.0,2.1,sun,0,0,0,0,1
583,2013-08-06,0.0,30.6,13.9,1.4,sun,0,0,0,0,1
584,2013-08-07,0.0,31.1,13.9,1.9,sun,0,0,0,0,1
585,2013-08-08,0.0,28.3,14.4,2.5,sun,0,0,0,0,1
586,2013-08-09,0.0,28.3,14.4,2.1,sun,0,0,0,0,1
587,2013-08-10,2.3,25.6,15.0,2.9,rain,0,0,1,0,0
588,2013-08-11,0.0,25.0,14.4,2.9,sun,0,0,0,0,1
589,2013-08-12,0.0,25.6,16.1,1.9,sun,0,0,0,0,1
590,2013-08-13,0.0,27.8,15.0,1.8,sun,0,0,0,0,1
591,2013-08-14,0.8,27.2,15.0,2.0,rain,0,0,1,0,0
592,2013-08-15,1.8,21.1,17.2,1.0,rain,0,0,1,0,0
593,2013-08-16,0.0,28.9,16.1,2.2,fog,0,1,0,0,0
594,2013-08-17,0.0,25.6,17.2,3.0,sun,0,0,0,0,1
595,2013-08-18,0.0,26.1,15.6,3.1,sun,0,0,0,0,1
596,2013-08-19,0.0,26.7,15.6,3.0,sun,0,0,0,0,1
597,2013-08-20,0.0,25.6,16.1,4.6,sun,0,0,0,0,1
598,2013-08-21,0.0,27.8,15.0,4.3,sun,0,0,0,0,1
599,2013-08-22,0.0,28.9,15.0,1.9,sun,0,0,0,0,1
600,2013-08-23,0.0,25.0,16.1,4.1,sun,0,0,0,0,1
601,2013-08-24,0.0,25.0,16.7,2.7,sun,0,0,0,0,1
602,2013-08-25,0.3,22.2,16.1,2.6,rain,0,0,1,0,0
603,2013-08-26,1.0,24.4,16.1,1.9,rain,0,0,1,0,0
604,2013-08-27,1.3,26.7,17.2,1.4,rain,0,0,1,0,0
605,2013-08-28,5.6,26.7,15.6,1.3,rain,0,0,1,0,0
606,2013-08-29,19.3,23.9,18.3,3.0,rain,0,0,1,0,0
607,2013-08-30,0.0,26.1,16.1,2.9,sun,0,0,0,0,1
608,2013-08-31,0.0,27.8,13.9,2.6,sun,0,0,0,0,1
609,2013-09-01,0.0,27.8,15.6,2.5,sun,0,0,0,0,1
610,2013-09-02,0.0,27.8,17.2,2.1,sun,0,0,0,0,1
611,2013-09-03,2.3,25.0,16.7,1.7,rain,0,0,1,0,0
612,2013-09-04,0.3,22.8,16.1,2.4,rain,0,0,1,0,0
613,2013-09-05,27.7,20.0,15.6,2.5,rain,0,0,1,0,0
614,2013-09-06,21.3,21.7,16.1,2.6,rain,0,0,1,0,0
615,2013-09-07,0.0,23.3,17.2,2.0,sun,0,0,0,0,1
616,2013-09-08,0.0,26.7,14.4,1.5,fog,0,1,0,0,0
617,2013-09-09,0.0,26.1,13.9,2.1,sun,0,0,0,0,1
618,2013-09-10,0.0,26.7,15.0,3.7,sun,0,0,0,0,1
619,2013-09-11,0.0,33.9,16.1,2.4,sun,0,0,0,0,1
620,2013-09-12,0.0,25.6,15.0,1.7,sun,0,0,0,0,1
621,2013-09-13,0.0,18.9,15.6,2.0,sun,0,0,0,0,1
622,2013-09-14,0.0,21.7,15.6,1.4,fog,0,1,0,0,0
623,2013-09-15,3.3,18.9,14.4,2.2,rain,0,0,1,0,0
624,2013-09-16,0.3,21.7,15.0,4.3,rain,0,0,1,0,0
625,2013-09-17,0.0,17.8,13.9,2.3,sun,0,0,0,0,1
626,2013-09-18,0.0,21.1,13.3,2.5,sun,0,0,0,0,1
627,2013-09-19,0.0,25.6,10.0,1.5,sun,0,0,0,0,1
628,2013-09-20,3.6,23.3,13.3,3.0,rain,0,0,1,0,0
629,2013-09-21,0.0,21.1,13.3,2.5,sun,0,0,0,0,1
630,2013-09-22,13.5,17.2,13.3,5.5,rain,0,0,1,0,0
631,2013-09-23,2.8,16.1,11.1,4.5,rain,0,0,1,0,0
632,2013-09-24,0.0,17.8,10.0,2.6,sun,0,0,0,0,1
633,2013-09-25,2.0,16.1,9.4,3.0,rain,0,0,1,0,0
634,2013-09-26,0.0,17.2,7.2,2.2,sun,0,0,0,0,1
635,2013-09-27,1.0,13.9,10.6,4.3,rain,0,0,1,0,0
636,2013-09-28,43.4,16.7,11.7,6.0,rain,0,0,1,0,0
637,2013-09-29,16.8,14.4,11.1,7.1,rain,0,0,1,0,0
638,2013-09-30,18.5,13.9,10.0,6.3,rain,0,0,1,0,0
639,2013-10-01,7.9,14.4,8.9,4.7,rain,0,0,1,0,0
640,2013-10-02,5.3,12.8,9.4,2.4,rain,0,0,1,0,0
641,2013-10-03,0.8,14.4,8.9,0.9,rain,0,0,1,0,0
642,2013-10-04,0.0,17.8,5.6,1.1,sun,0,0,0,0,1
643,2013-10-05,0.0,20.0,8.3,1.6,sun,0,0,0,0,1
644,2013-10-06,4.1,22.8,7.8,2.6,rain,0,0,1,0,0
645,2013-10-07,0.5,16.1,11.7,6.3,rain,0,0,1,0,0
646,2013-10-08,6.9,13.9,7.8,3.0,rain,0,0,1,0,0
647,2013-10-09,0.0,15.0,5.6,1.6,sun,0,0,0,0,1
648,2013-10-10,1.0,14.4,8.3,1.7,rain,0,0,1,0,0
649,2013-10-11,9.1,13.9,10.6,1.0,rain,0,0,1,0,0
650,2013-10-12,1.0,14.4,8.9,2.2,rain,0,0,1,0,0
651,2013-10-13,0.0,15.0,6.7,1.8,fog,0,1,0,0,0
652,2013-10-14,0.0,15.6,3.9,1.6,sun,0,0,0,0,1
653,2013-10-15,0.0,15.6,5.0,0.9,sun,0,0,0,0,1
654,2013-10-16,0.0,12.8,8.9,2.7,fog,0,1,0,0,0
655,2013-10-17,0.0,14.4,8.9,1.7,fog,0,1,0,0,0
656,2013-10-18,0.0,12.8,7.2,1.2,sun,0,0,0,0,1
657,2013-10-19,0.0,10.6,7.8,1.4,sun,0,0,0,0,1
658,2013-10-20,0.0,10.6,7.8,2.4,sun,0,0,0,0,1
659,2013-10-21,0.0,11.7,8.3,2.5,sun,0,0,0,0,1
660,2013-10-22,0.0,14.4,7.2,1.9,sun,0,0,0,0,1
661,2013-10-23,0.0,12.8,6.1,0.4,sun,0,0,0,0,1
662,2013-10-24,0.0,10.0,6.1,0.6,sun,0,0,0,0,1
663,2013-10-25,0.0,12.2,7.8,1.8,sun,0,0,0,0,1
664,2013-10-26,0.0,11.7,8.3,2.7,sun,0,0,0,0,1
665,2013-10-27,1.8,13.9,8.3,4.4,rain,0,0,1,0,0
666,2013-10-28,0.0,14.4,7.2,5.1,sun,0,0,0,0,1
667,2013-10-29,0.0,13.3,3.3,2.2,sun,0,0,0,0,1
668,2013-10-30,0.5,15.0,5.6,3.9,rain,0,0,1,0,0
669,2013-10-31,0.3,14.4,10.6,2.2,rain,0,0,1,0,0
670,2013-11-01,1.3,17.8,11.7,1.4,rain,0,0,1,0,0
671,2013-11-02,12.7,14.4,8.3,7.9,rain,0,0,1,0,0
672,2013-11-03,0.5,12.2,4.4,2.4,rain,0,0,1,0,0
673,2013-11-04,0.0,10.6,3.9,1.6,drizzle,1,0,0,0,0
674,2013-11-05,2.5,13.3,7.2,3.1,rain,0,0,1,0,0
675,2013-11-06,3.8,12.8,7.8,1.7,rain,0,0,1,0,0
676,2013-11-07,30.0,11.1,10.0,7.2,rain,0,0,1,0,0
677,2013-11-08,0.0,13.3,7.2,4.1,sun,0,0,0,0,1
678,2013-11-09,1.8,11.1,5.0,1.4,rain,0,0,1,0,0
679,2013-11-10,0.0,11.1,8.3,4.4,sun,0,0,0,0,1
680,2013-11-11,0.0,16.1,6.1,2.6,fog,0,1,0,0,0
681,2013-11-12,4.1,15.6,8.9,2.2,rain,0,0,1,0,0
682,2013-11-13,0.0,13.9,10.6,3.8,sun,0,0,0,0,1
683,2013-11-14,1.3,11.1,6.1,1.1,rain,0,0,1,0,0
684,2013-11-15,3.0,10.6,7.2,6.0,rain,0,0,1,0,0
685,2013-11-16,0.0,10.0,5.0,4.6,sun,0,0,0,0,1
686,2013-11-17,5.3,11.7,7.2,5.4,rain,0,0,1,0,0
687,2013-11-18,26.2,12.8,9.4,3.9,rain,0,0,1,0,0
688,2013-11-19,1.0,13.3,4.4,5.1,rain,0,0,1,0,0
689,2013-11-20,0.0,7.8,1.7,4.3,sun,0,0,0,0,1
690,2013-11-21,0.0,7.8,-0.5,3.6,sun,0,0,0,0,1
691,2013-11-22,0.0,9.4,0.0,4.6,sun,0,0,0,0,1
692,2013-11-23,0.0,11.1,1.1,2.6,sun,0,0,0,0,1
693,2013-11-24,0.0,11.7,0.6,0.9,fog,0,1,0,0,0
694,2013-11-25,0.0,12.2,2.2,0.5,sun,0,0,0,0,1
695,2013-11-26,0.0,12.2,2.8,1.0,sun,0,0,0,0,1
696,2013-11-27,0.0,14.4,5.6,1.3,sun,0,0,0,0,1
697,2013-11-28,0.0,11.7,3.3,0.7,sun,0,0,0,0,1
698,2013-11-29,0.5,9.4,5.0,2.1,rain,0,0,1,0,0
699,2013-11-30,2.3,11.1,7.2,3.9,rain,0,0,1,0,0
700,2013-12-01,3.0,13.3,7.8,8.8,rain,0,0,1,0,0
701,2013-12-02,4.6,7.8,1.7,3.5,rain,0,0,1,0,0
702,2013-12-03,0.0,5.0,-0.5,5.6,sun,0,0,0,0,1
703,2013-12-04,0.0,4.4,-2.1,1.6,sun,0,0,0,0,1
704,2013-12-05,0.0,1.1,-4.9,2.6,sun,0,0,0,0,1
705,2013-12-06,0.0,1.1,-4.3,4.7,sun,0,0,0,0,1
706,2013-12-07,0.0,0.0,-7.1,3.1,sun,0,0,0,0,1
707,2013-12-08,0.0,2.2,-6.6,2.2,sun,0,0,0,0,1
708,2013-12-09,0.0,1.1,-4.9,1.3,sun,0,0,0,0,1
709,2013-12-10,0.0,5.6,0.6,1.5,sun,0,0,0,0,1
710,2013-12-11,0.0,5.0,-1.6,0.8,sun,0,0,0,0,1
711,2013-12-12,6.9,5.6,-0.5,2.3,rain,0,0,1,0,0
712,2013-12-13,0.5,9.4,5.6,2.9,rain,0,0,1,0,0
713,2013-12-14,0.0,9.4,6.1,3.7,sun,0,0,0,0,1
714,2013-12-15,1.3,11.7,8.3,3.9,rain,0,0,1,0,0
715,2013-12-16,0.3,10.0,4.4,1.0,rain,0,0,1,0,0
716,2013-12-17,0.0,8.3,4.4,2.7,sun,0,0,0,0,1
717,2013-12-18,1.3,7.8,2.2,2.8,rain,0,0,1,0,0
718,2013-12-19,0.0,5.0,0.0,2.1,sun,0,0,0,0,1
719,2013-12-20,5.6,8.3,0.6,3.7,snow,0,0,0,1,0
720,2013-12-21,5.6,8.9,5.6,2.3,rain,0,0,1,0,0
721,2013-12-22,10.7,10.6,8.3,4.0,rain,0,0,1,0,0
722,2013-12-23,1.5,11.7,6.1,5.9,rain,0,0,1,0,0
723,2013-12-24,0.0,8.3,2.8,1.7,sun,0,0,0,0,1
724,2013-12-25,0.0,6.7,1.7,0.8,sun,0,0,0,0,1
725,2013-12-26,0.0,6.7,0.6,0.5,sun,0,0,0,0,1
726,2013-12-27,0.3,8.9,0.0,2.1,rain,0,0,1,0,0
727,2013-12-28,0.0,9.4,3.3,1.3,sun,0,0,0,0,1
728,2013-12-29,0.0,7.2,1.7,1.1,sun,0,0,0,0,1
